,Kingdom,Phylum,Class,Order,Family,Genus,Species
a1c8f34d5b8857055e2ed4a3aaf82b8d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Porcincola, g__Porcincola
fe109e21150862d7d996d2800b55b137,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
e35cd639bcebe2c95a6bfa7500e8a304,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, f__Lachnospiraceae, f__Lachnospiraceae
b726627e18f29e0da5289f81ca294f92,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Gemmiger_A_73129, g__Gemmiger_A_73129
44396f15b10f6577d61a11c6047c939f,d__Archaea, p__Methanobacteriota_A_1229, c__Methanobacteria, o__Methanobacteriales, f__Methanobacteriaceae, g__Methanobrevibacter_A, s__Methanobrevibacter_A smithii_A_1174
6f3ec280bb0886a40d59d0e08fe250cf,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Faecalibacterium, g__Faecalibacterium
4d4530059e6033b657e2540005f7d721,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides_H, s__Bacteroides_H clarus
a411269b496fdb430663a4de150ba443,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__Onthocola_B, g__Onthocola_B
cf069d1a658bcf182e067f6779f333fb,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RFN20, f__CAG-826, g__UBA1361, g__UBA1361
f9d3ceb3f9b12cf216a6391fd4c721f5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Coprococcus_A_121497, s__Coprococcus_A_121497 eutactus
4f3eca89342adaaff3dcb7fda06b469a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
88ce41b3d6feebbf9de86392d3298998,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__UBA1381, f__UBA1381, g__CAG-41, s__CAG-41 sp001941225
aa6747241e70410ad4a439a8a7d96a7e,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__Streptococcus urinalis
61f63a201a8f5842fb677d540ac45fda,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__UBA1394, s__UBA1394 sp900066845
cd23d109923698569a27ea180127a35a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-74, g__Limiplasma, s__Limiplasma merdipullorum
b5c94fa8cd6c215e1d36fd6963bb98cb,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
ff12b79ade2e76b26d554f593f4acddf,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__Faecimonas, s__Faecimonas sp900554315
1dd4f835f7f3dfdfc0c62a7c99971d1c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
c1c3a4e18b5c2366c2dbd16f4c8e2a8a,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Treponematales, f__Treponemataceae, g__Treponema_D, s__Treponema_D succinifaciens
3025f4448975575ced9b624e4ffe0b15,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__CAG-628, s__CAG-628 sp003524085
835b347c555a45210da9aaa215ba2d3c,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__Lactobacillus iners
dae0dac699437281dbcdf38b98735d0f,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, g__CAG-196, s__CAG-196 sp002102975
dc8b0b246ab81bc82c56543dd2d18b84,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Victivallales, f__Victivallaceae, g__Victivallis, s__Victivallis vadensis
569d5f5141705f2d9aee35c6b2a8d023,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA932, g__Cryptobacteroides, s__Cryptobacteroides sp000435075
7e61338edd4de480b8001e7c94b028c5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__RUG13077, g__RUG13077
1bd31e42e68d5bccc3a330c26efff456,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
802df9be2aff19d9f07e0329fde44b4b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Fusicatenibacter, s__Fusicatenibacter saccharivorans
fe1a3e9b2831af83cfc415005a82afec,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella hominis
a8d3ab9873782cf9bee4535e2e32a7aa,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Victivallales, f__UBA1829, g__UBA11452, g__UBA11452
34039be012d95ba084f95041966102bc,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Succinivibrionaceae, g__Succinivibrio, s__Succinivibrio sp000431835
74c11f6eda6bfc54ad83120ddfce97c9,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Succinivibrionaceae, g__Succinivibrio, g__Succinivibrio
8ce68729bd756818527c908ca832921b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Agathobacter_164117, s__Agathobacter rectalis
2d339a32713439ba417833d239673c01,d__Bacteria, p__Verrucomicrobiota, c__Kiritimatiellae_777934, o__RFP12, f__UBA1067, g__UBA1067, s__UBA1067 sp900320855
24ee7ce75ca1f05cb78fddfb24622fe2,d__Bacteria, p__Actinobacteriota, c__Actinomycetia, o__Actinomycetales, f__Actinomycetaceae, g__Peptidiphaga, s__Peptidiphaga sp000466165
a63c438fdf54dab3760eef280c5b4fc3,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Enterobacteriaceae_A, f__Enterobacteriaceae_A, f__Enterobacteriaceae_A
77c16b4c964f8d798103d17b48a194ee,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella pectinovora
4c262159fa6a47ff0d22e09c00c092e7,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Eubacterium_J, s__Eubacterium_J plexicaudatum
8ad6a2d9f5bbf6604ae0392c3b7e669b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__CAG-791, g__CAG-791
cdb47513e74737b73ad6ac1bf888148d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Coprococcus_A_121497, s__Coprococcus_A_121497 eutactus
e963d7dbf85fffd01ff40d7233f78490,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-273, s__CAG-273 sp003507395
ada812eec11bae7b45c860340eb24065,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Atopobiaceae, f__Atopobiaceae, f__Atopobiaceae
818434292143daca42a3168f3728da82,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Dialisteraceae, g__Dialister, s__Dialister invisus
bf4007be130db92409d0a963c936c283,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-552, f__CAG-552, f__CAG-552
4adc8dc87ac1ab523c9c5dca8e3b3d67,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
8ff0138a7591e5af7703fb1381222eee,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella hominis
60b0b4019c34e9e12722777a0f45493c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, f__Acutalibacteraceae, f__Acutalibacteraceae
ad139328ba8ac39c2e5ccef543df2deb,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__UBA1417, s__UBA1417 sp003531055
e492da13ba4d2978a90d23a1bc0560c4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__UBA1381, f__UBA1381, g__CAG-41, s__CAG-41 sp001941225
07685ad425b680ed7c2347313e14156e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
372725e571fe6a9e8ff2453f06ea4049,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Bacillales_B_302584, f__DSM-1321_300422, g__Pradoshia, g__Pradoshia
ae4df294c0bd8e8dd0f84f8174b97bd2,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__VUNI01, s__VUNI01 sp009695765
cd134086fd98cc2c7ce900b06c607b9a,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
ec24a9c1ed3a35fc9c9f39f465c26148,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Eubacterium_I, g__Eubacterium_I
f7d6fa2ddd6e8fa128dce340e5cf980b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Dorea_A, s__Dorea_A formicigenerans
fd39ea348f4850ebaf1a738c453c6690,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_592524, f__Burkholderiaceae_A_574938, g__Oxalobacter_566322, s__Oxalobacter formigenes_B
e037fb89f45be5f86c97590e100da3f5,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Acholeplasmatales, f__Anaeroplasmataceae, g__Anaeroplasma, s__Anaeroplasma abactoclasticum
f35d557643ef4d3a4d791733f55bb8c5,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-239, g__51-20, s__51-20 sp001917175
2168225d8fb770ad46fa7916ddbedc91,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides_H, s__Bacteroides_H rodentium
17a9f1f00682dbb46d587f312245b3b3,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Treponematales, f__Treponemataceae, g__Treponema_D, s__Treponema_D succinifaciens
18cda6ce7e2ea7ca0d8f1ad9924df7e9,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Solibaculum, g__Solibaculum
8012da7c810e58147175f741af2a78d2,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_592522, f__Burkholderiaceae_A_592522, f__Burkholderiaceae_A_592522, f__Burkholderiaceae_A_592522
db99200077de3c41fec41b65f34eba8a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__COE1, g__COE1
c5bbe83eefb639e05548b52ee3aae3c6,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
80e0b384dfca1f5ef771f0fe9e78d040,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA932, g__Cryptobacteroides, s__Cryptobacteroides sp902792815
28b0c382288c478cc4c30625cd31fa1d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella hominis
90ceff101b6a78a1074e5c664f2da875,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Ruminococcus_F, s__Ruminococcus_F champanellensis
a368dde0e57335ab8075af17b89b51ae,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Vescimonas, g__Vescimonas
07cc0347d6ef242f7de0e364092fc19a,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__Onthocola_B, g__Onthocola_B
ddf73bb317f90b17ab85bb397d35d94f,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Eubacterium_I, g__Eubacterium_I
bcb752609448c41854600f3a69314e18,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
7fc2ac9caca7158665221b1ff60f8911,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Dorea_A, s__Dorea_A formicigenerans
925f0be50411702a62f552d210eb199e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Phocaeicola_A_858004, g__Phocaeicola_A_858004
5c9af87b5ed017c04a9f6bb5c39b9723,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Selenomonadales, f__Selenomonadaceae_42771, g__Anaerovibrio, g__Anaerovibrio
679f634588ac0ceb42ddb223470887b5,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
5a5373c26ab9e0e2e6b186970717e861,d__Bacteria, p__Actinobacteriota, c__Actinomycetia, o__Mycobacteriales, f__Mycobacteriaceae, g__Corynebacterium, s__Corynebacterium epidermidicanis
208c0c43c7c5d4a6bb549e0c8365cd21,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospira, s__Lachnospira eligens
fa48bc40636574d12267492050f2d5f1,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
a94f55f2ea482bf8f9d7a293ef156c68,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__UBA3263, s__UBA3263 sp001689615
61064838f124989df0055cc24b4418fa,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes_A_871404, g__Alistipes_A_871404
c48fd61712bafac4852d5c3c70332bd5,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__CAG-1000, s__CAG-1000 sp902764145
64c0631565683135b90bd037417fb657,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter_865974, s__Odoribacter splanchnicus
1ad84f31b52c3a6607e7c3e397f3c800,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Onthomonas, g__Onthomonas
6ba1029509733d116a8d99b59e3bd00a,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__RUG705, g__RUG705
afe5221688a0b1ef28d26421323d6bef,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Paraprevotella, g__Paraprevotella
4c5f22ffc0f45b5badef74c60eb5a020,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Ventrimonas, g__Ventrimonas
72dc2c585be074536928874fa64759ba,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Lawsonibacter, g__Lawsonibacter
f2b6b02684a6284820d2c31827a9b95b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Roseburia, g__Roseburia
69b89264d1111651067b01137955172c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Butyricimonas, g__Butyricimonas
30ed903021eae256db2a873680ca8c97,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, c__Clostridia_258483, c__Clostridia_258483, c__Clostridia_258483, c__Clostridia_258483
8bd4860126c9c9af1baa1e68c2045338,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UBA6448, s__UBA6448 sp012799635
d9edd9fd4fdeed1d64a89bb2739b2300,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, f__Lachnospiraceae, f__Lachnospiraceae
29ff5e7790f7dddf011a6cae0ded4935,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Roseburia, s__Roseburia intestinalis
05ceea17ff648f5cd7ab7611fc5a2687,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251435
31175682ecddf94b762bb23e6acdb1a0,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Pasteurellaceae, g__Haemophilus_D_735815, g__Haemophilus_D_735815
32cc17e12d08b4011ab0ec8c393fd12c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Vescimonas, g__Vescimonas
db76c88c5740beb93ca6732ec583b15a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-239, f__CAG-239, f__CAG-239
65aa2dd619b1f4bbb78cf4bc69d1572a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__ER4, s__ER4 sp900317525
38beb9295889cd97ccde32e38be9b052,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__F0428, s__F0428 sp003043955
77c2558971c38fc7f186c352ec9e9f6b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-74, g__SFMI01, g__SFMI01
e1213f6dd9d41d28fde20bf0e9c9bafe,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella hominis
53eabc049ee540cf1a9e9c35595bc3ae,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__Muribaculum, s__Muribaculum gordoncarteri
c88d461c6422916cc51143f1f5a3e040,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales_993521, f__Fusobacteriaceae_993521, g__Cetobacterium_A, s__Cetobacterium_A somerae
5aaba39abf288958cab1998ed7a0976f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella buccae
1d1b88b0452f91de3baa09bb9b5b1799,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-269, s__CAG-269 sp000431335
4a76ec02b3ee06c1a54ef461f4417e9a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
6c36041b9109f760bae024787140175f,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Phocea, g__Phocea
1636df577567be4aadea8383b4af2b86,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__Limisoma, s__Limisoma sp900548875
dec83dd57aadd0d8cbcb3a9fa665e67d,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RFN20, f__CAG-288, g__Scatoplasma, g__Scatoplasma
2d556022c0db21a2f063312690d4d14b,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Megasphaeraceae, g__Caecibacter, s__Caecibacter sp003467125
ff84bf5af0cf26f2d4034e7211926d76,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides_B_862066, s__Parabacteroides_B_862066 merdae
7d361350f17ec837a184c8b892765df0,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, o__Lachnospirales, o__Lachnospirales, o__Lachnospirales
cb62b62db6e82cbc29b5795e317ef257,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella hominis
84984e6efa869733a1780fc89c113000,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Vescimonas, g__Vescimonas
d5278c84ceca328330b2b932c3e705bd,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, f__Acutalibacteraceae, f__Acutalibacteraceae
9a08d74e8736776107609f3d5b9aede8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Butyricimonas, g__Butyricimonas
6f1a823745a9448a2e23dcfc9cea320a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella rava
c3a1b5833541bfa9cf9da403e6e16c83,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__RUG762, g__RUG762
0d14f3677abebb5c5875ba1a990aec34,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides_B_862066, s__Parabacteroides_B_862066 distasonis
f0b66c0af06baa59eeef3f7a78e06f67,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Peptostreptococcales, f__Anaerovoracaceae, g__Hornefia, g__Hornefia
9b421fd4b9b7f54060f6d4334515be42,d__Bacteria, p__Verrucomicrobiota, c__Kiritimatiellae_777934, o__RFP12, f__UBA1067, g__UBA1067, s__UBA1067 sp900320855
8a8a7f433645d39655b3b4dde3de9ec2,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, c__Gammaproteobacteria, c__Gammaproteobacteria, c__Gammaproteobacteria, c__Gammaproteobacteria
3ee16bd66c1514a5f37c4c6fd35f5042,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rs-D84_550940, f__CACZYB01, g__CACZYB01, s__CACZYB01 sp902785275
fe56fee202560d13ebf03f6db45dcc04,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-239, g__RUG410, g__RUG410
7e6474e3327085d605aacf919a8f0bec,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Enterobacteriaceae_A, f__Enterobacteriaceae_A, f__Enterobacteriaceae_A
0e80fe621ea4838624a0feb0e6245365,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__KM106-2, s__KM106-2 sp009731425
4a144e93e9c087d2519dff384eca5937,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-977, g__UBA2903, g__UBA2903
34b8d47ae5260895a19186ab6b8de960,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UBA6985, s__UBA6985 sp900314465
195a6faf067d7e7afcefd42a76f1e1dc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas_A_859424, s__Porphyromonas_A_859424 sp001552775
ec985e627c1d716d135271f053edff48,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__UBA1259, g__UBA1259
e3d4835d5b2e3d81668e4b4bef8834b1,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, f__Gastranaerophilaceae, f__Gastranaerophilaceae
88fbf76fb14306a51cc11f683eda79c8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
1d84c487e6ef19f5cc825ff9de9f74ee,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-273, g__CAG-273
8249b99ba2d979e302500a2071f42677,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Clostridiales, f__Clostridiaceae_222000, g__Clostridium_T, g__Clostridium_T
599c401944924d1384f55dbe72492288,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Negativibacillus, s__Negativibacillus massiliensis
576230004d709fa92dcbeb4224da6a73,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
9ea77e95fbfd1a99c9c28db3b03a01a8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Barnesiellaceae, g__Barnesiella, s__Barnesiella intestinihominis
